;station_name;station_id;lat;lon
430;Pooks Hill Rd & Linden Ave;32057;39.0147735;-77.10730183333334
431;Trinidad Rec Center;31525;38.906299;-76.983221
432;Philadelphia & Maple Ave;32010;38.98128;-77.011336
433;Army Navy Dr & S Nash St;31095;38.86236383333333;-77.06824583333334
434;Connecticut & Nebraska Ave NW;31310;38.955016;-77.069956
435;Reston Town Center Transit Station;32214;38.957037;-77.359718
436;King Farm Blvd & Pleasant Dr;32037;39.11459583333333;-77.17159050000001
437;4th St & Mississippi Ave SE;31816;38.835978333333344;-77.00088050000001
438;Sunset Hills & Old Reston Ave;32213;38.955079;-77.351649
439;Alabama & MLK Ave SE;31800;38.843229;-76.999375
440;Fallsgrove Blvd & Fallsgrove Dr;32004;39.096312;-77.192672
441;Congress Heights Metro;31806;38.844711;-76.98782299999999
442;Piccard & W Gude Dr;32033;39.10221033333333;-77.17718483333333
443;S Glebe Rd & Potomac Ave;31010;38.8426;-77.0502
444;Kenmore St & 24th St S;31061;38.848454;-77.084918
445;Barcroft Community Center;31033;38.850336;-77.100988
446;Columbia Pike & S Oakland St;31058;38.860789000000004;-77.09586
447;18th & Monroe St NE;31521;38.93293;-76.979517
448;Long Bridge Park / Long Bridge Dr & 6th St S;31090;38.865553000000006;-77.05003
449;Merrilee Dr & Lauren Elizabeth Lane;32234;38.879355;-77.230681
450;Battery Ln & Trolley Trail;32027;38.992375;-77.100104
451;13th & E St SE;31607;38.882915000000004;-76.98790600000001
452;Montgomery & East Ln;32013;38.983525;-77.09536700000001
453;King St & Patrick St;31044;38.805316999999995;-77.049883
454;Fairfax Dr & Wilson Blvd;31023;38.885801;-77.09774499999999
455;Maryland Ave & E St NE;31640;38.896134;-76.9929
456;Largo Rd & Campus Way / Prince Georges's Comm Col;32405;38.88994;-76.825535
457;Spring Hill Metro;32200;38.929261;-77.240654
458;Gallaudet / 8th St & Florida Ave NE;31508;38.90509;-76.9941
459;Key West Ave & Siesta Key Way;32052;39.105295;-77.194774
460;Briggs Chaney & Castle Dr;32086;39.081638;-76.945495
461;Columbus Ave & Gramercy Blvd;32069;39.123329999999996;-77.16486
462;Corporate Blvd & Omega Dr;32071;39.106971;-77.192645
463;Rockville Metro West;32047;39.084379;-77.146866
464;Broad Branch Rd & Northampton St NW;31422;38.965773999999996;-77.068626
465;Wheeler Ave & S. Floyd St.;31927;38.808161;-77.100796
466;31st St & S Woodrow St;31072;38.837666;-77.09482
467;Jones Branch Drive & Scotts Crossing Rd;32233;38.928502;-77.215624
468;18th & New Hampshire Ave NW;31324;38.911268;-77.041829
469;1st & M St NE;31603;38.905696999999996;-77.005483
470;20th & E St NW;31204;38.8963;-77.045
471;6th & H St NE;31615;38.899969;-76.99835083333333
472;New Jersey Ave & N St NW/Dunbar HS;31636;38.907332000000004;-77.01536
473;Mount Vernon Ave & E Del Ray Ave;31086;38.82595;-77.058541
474;3rd & H St NE;31616;38.90037866666667;-77.00223299999999
475;Half & Water St SW;31664;38.866277000000004;-77.010551
476;Massachusetts Ave & 6th St NE;31657;38.892934000000004;-76.998273
477;S Maple Ave & S Washington St;32607;38.87972;-77.17840799999999
478;W Columbia St & N Washington St;32609;38.885621;-77.166917
479;7th & R St NW / Shaw Library;31245;38.912719;-77.022155
480;4th & D St NW / Judiciary Square;31621;38.895344;-77.01610600000001
481;9th & Upshur St NW;31404;38.9418;-77.0251
482;Riverdale Park Town Center;32421;38.962119;-76.935578
483;Merrifield Cinema & Merrifield Town Center;32235;38.870093;-77.22997
484;2nd St & Seaton Pl NE;31522;38.914751;-77.00356
485;Minnesota Ave & R St SE;31826;38.86948266666667;-76.97849283333333
486;Stanton Square SE;31822;38.855004;-76.984512
487;Kingman Island/The Fields at RFK;31716;38.895953999999996;-76.967844
488;Wilson Blvd & N Uhle St;31017;38.891696;-77.0846
489;Kennedy Center;31211;38.897293;-77.05556999999999
490;McLean Metro;32230;38.924002;-77.20812600000001
491;Reston Regional Library;32211;38.96211083333333;-77.35881566666667
492;Wheaton Metro / Georgia Ave & Reedie Dr;32062;39.038340999999996;-77.051023
493;George Mason High School / Haycock Rd & Leesburg Pike;32600;38.895171999999995;-77.190275
494;North Shore Dr & Village Rd;32223;38.970397999999996;-77.34079233333334
495;Montgomery Ave & Waverly St ;32003;38.983838;-77.09221
496;Rockville Pike & Meeting St;32083;39.050539;-77.115212
497;Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir;32014;38.961763;-77.085998
498;Congressional Ln & E Jefferson St;32081;39.06214333333333;-77.12928116666667
499;13th & H St NE;31611;38.90047483333333;-76.98806433333333
500;White Flint Metro;32075;39.047480666666665;-77.11277433333333
501;King Farm Blvd & Piccard Dr;32038;39.110314;-77.18266899999999
502;Branch & Pennsylvania Ave SE;31701;38.8692;-76.9599
503;1301 McCormick Dr / Wayne K. Curry Admin Bldg;32400;38.908390999999995;-76.84326300000001
504;Largo Town Center Metro;32401;38.899811;-76.844604
505;4th & E St SW;31244;38.88412;-77.017445
506;Town Center Pkwy & Bowman Towne Dr;32210;38.962524;-77.361902
507;Neal St & Trinidad Ave NE;31512;38.903732;-76.987211
508;Georgia & New Hampshire Ave NW;31400;38.936721166666665;-77.0241995
509;4th & East Capitol St NE;31618;38.889955;-77.000349
510;37th & O St NW / Georgetown University;31236;38.907740000000004;-77.071652
511;USDA / 12th & C St SW;31217;38.886276;-77.02824100000001
512;New York Ave & 15th St NW;31222;38.899032;-77.033354
513;Maine Ave & 9th St SW;31646;38.88044;-77.02523599999999
514;Fort Stanton Rec Center;31825;38.857369;-76.977688
515;Valley Ave & Wheeler Rd SE;31824;38.836645000000004;-76.993588
516;Oak Leaf & Lockwood;32094;39.037981;-76.994539
517;Key West Ave & Diamondback Dr;32072;39.106152;-77.202354
518;Briggs Chaney Park & Ride;32088;39.077875;-76.941866
519;Amherst Ave & Prichard Rd;32064;39.035965000000004;-77.048395
520;Southern Ave Metro;32409;38.840107;-76.9753
521;4th & M St SE;31652;38.8766515;-77.00062266666667
522;14th & Luzon St NW;31416;38.969489;-77.033509
523;Rosedale Rec Center;31658;38.897900666666665;-76.97959399999999
524;Mt Vernon Trail & S. Washington St.;31929;38.793064;-77.049436
525;Powhatan St & Bashford Ln;31915;38.818748;-77.047783
526;Duke St & Strand (Robinson Terminal);31933;38.801947;-77.040293
527;White Oak Transit Center;32093;39.04104;-76.987125
528;Pennsylvania Ave & Park Ave;32603;38.88735116666667;-77.17698416666667
529;Potomac & Pennsylvania Ave SE;31606;38.8803;-76.9862
530;Rhode Island Ave & V St NE;31513;38.918178833333336;-77.004698
531;4th & W St NE;31500;38.91899566666667;-77.00061633333334
532;Montgomery College / W Campus Dr & Mannakee St;32023;39.095661;-77.159048
533;Grandview & Blueridge Ave;32065;39.043271999999995;-77.053085
534;Massachusetts Ave & Dupont Circle NW;31200;38.9101785;-77.04432800000001
535;Henry Bacon Dr & Lincoln Memorial Circle NW;31289;38.890539000000004;-77.04938299999999
536;John McCormack Rd NE;31528;38.938889;-76.997226
537;14th & Otis Pl NW;31131;38.93434916666666;-77.03273183333333
538;5th & F St NW;31620;38.897222;-77.019347
539;3rd & G St SE;31625;38.881178999999996;-77.00175333333334
540;W Broad St & Little Falls St;32605;38.883601;-77.173438
541;17th St & Massachusetts Ave NW;31267;38.908142;-77.038359
542;Northwestern High School;32411;38.9755175;-76.952174
543;Westpark Dr & Leesburg Pike;32201;38.92403;-77.235955
544;Montello Ave & Holbrook Terr NE;31524;38.907444;-76.986813
545;Sunset Hills Rd & Discovery Square;32217;38.95534;-77.357611
546;American University East Campus;31320;38.936298;-77.087128
547;Henry St & Pendleton St;31046;38.811456;-77.050276
548;National Harbor Carousel;32423;38.7859;-77.0167
549;Minnesota Ave Metro/DOES;31703;38.897063;-76.947446
550;18th St & Rhode Island Ave NE;31510;38.927095;-76.97892399999999
551;Chillum Rd & Riggs Rd / Riggs Plaza;32416;38.961737;-76.995922
552;Windham Ln & Amherst Ave;32066;39.032045333333336;-77.04730516666666
553;St. Asaph & Montgomery St;31931;38.814184999999995;-77.043809
554;Wakefield High School;31054;38.847128999999995;-77.11255
555;State Theatre / Park Pl & N Washington St;32601;38.882724333333336;-77.16995483333334
556;Dunn Loring Metro;32231;38.882752833333335;-77.22825
557;Castle Blvd & Castle Ln;32092;39.085314000000004;-76.940547
558;Frederick Ave & Horners Ln;32009;39.094772;-77.145213
559;Tysons West Transit Center;32208;38.932635999999995;-77.231825
560;Greensboro & Pinnacle Dr;32227;38.92245;-77.23034
561;Tysons One Pl & Chain Bridge Rd;32203;38.919475;-77.221179
562;Arlington Blvd & N Queen St;31051;38.889337833333336;-77.07729316666666
563;Thomas Circle;31241;38.9059;-77.0325
564;Eckington Pl & Q St NE;31505;38.910971999999994;-77.00495
565;18th & M St NW;31221;38.905066;-77.04177800000001
566;20th & L St NW;31250;38.90321716666666;-77.04514616666667
567;17th & Corcoran St NW;31214;38.9121;-77.0387
568;Jefferson Memorial;31249;38.879819;-77.037413
569;10th & U St NW;31111;38.9172;-77.0259
570;34th & Water St NW;31314;38.903731;-77.067528
571;Blueridge Ave & Elkin St;32073;39.04313;-77.05006
572;12th & Irving St NE;31511;38.928644;-76.990955
573;Rhode Island & Connecticut Ave NW;31239;38.905995000000004;-77.03980200000001
574;Market Square / King St & Royal St;31042;38.804718;-77.043363
575;Town Center Pkwy & Sunset Hills Rd;32224;38.95517;-77.36309399999999
576;GMU / Fairfax Dr & Kenmore St;31040;38.88462766666667;-77.10098366666666
577;Ridge Rd Community Center;31718;38.876227;-76.94098100000001
578;Garland Ave & Walden Rd;32082;39.000479999999996;-77.00076999999999
579;Oglethorpe St & 42nd Ave;32408;38.95938183333333;-76.94625883333333
580;Veterans Pl & Pershing Dr ;32043;38.997445;-77.023894
581;The Shoppes @ Burnt Mills;32085;39.0316845;-77.00411966666667
582;Stewart Ln & Old Columbia Pike;32091;39.045652000000004;-76.985438
583;Norfolk Ave & Fairmont St;32000;38.988562;-77.096539
584;Wisconsin Ave & Ingomar St NW;31317;38.958267;-77.084636
585;Rolfe St & 9th St S;31075;38.866471000000004;-77.076131
586;Madison St & Fairfax St;31918;38.812351;-77.04069100000001
587;River Rd & Landy Ln;32046;38.96502733333333;-77.103312
588;Potomac Greens Dr & Slaters Ln;31083;38.82175;-77.047494
589;11th & M St NW;31266;38.905578000000006;-77.027313
590;Campus Commons;32228;38.944707;-77.335425
591;Benning Rd & East Capitol St NE / Benning Rd Metro;31707;38.889922;-76.93718016666666
592;14th & Newton St NW;31649;38.931991;-77.032956
593;8th & Eye St SE / Barracks Row;31608;38.8792;-76.9953
594;3rd & Tingey St SE;31634;38.875009999999996;-77.0024
595;18th & L St NW;31224;38.903741;-77.042452
596;Fenton St & Gist Ave;32024;38.989718833333335;-77.02385
597;Clarendon Blvd & Pierce St;31016;38.893438;-77.076389
598;Rhodes St & 16th St N;31018;38.89220666666667;-77.07940966666666
599;19th & G St NW;31279;38.898412;-77.043182
600;Lee Hwy & N Scott St;31080;38.897612;-77.080851
601;39th & Calvert St NW / Stoddert;31306;38.922649;-77.077271
602;Cordell & Norfolk Ave;32008;38.989613;-77.098069
603;37th & Ely Pl SE;31715;38.883010999999996;-76.949709
604;E Montgomery Ave & Maryland Ave;32007;39.084125;-77.151291
605;Shady Grove Metro East;32067;39.121327;-77.164969
606;Medical Center Dr & Key West Ave;32041;39.103091;-77.196442
607;Joliet St & MLK Ave SW/Bald Eagle Rec Ctr;31819;38.81909;-77.01033000000001
608;Eastern Market Metro / Pennsylvania Ave & 8th St SE;31613;38.88426;-76.994736
